id,V,A,D
Anti-Terrorist_4031_4279,3,3,3
Anti-Terrorist_4031_4279,3,3,3
Anti-Terrorist_4031_4279,3,3,3
Anti-Terrorist_4031_4279,3,4,4
Anti-Terrorist_4282_4370,3,3,3
Anti-Terrorist_4282_4370,3,3,3
Anti-Terrorist_4282_4370,2,3,3
Anti-Terrorist_4282_4370,3,3,3
Anti-Terrorist_4282_4370,2,4,4
Anti-Terrorist_4371_4411,2,5,5
Anti-Terrorist_4371_4411,2,4,5
Anti-Terrorist_4371_4411,3,4,3
Anti-Terrorist_4371_4411,1,4,4
Anti-Terrorist_4371_4411,2,4,4
Anti-Terrorist_4412_4509,3,3,3
Anti-Terrorist_4412_4509,3,3,3
Anti-Terrorist_4412_4509,3,3,3
Anti-Terrorist_4412_4509,2,3,3
Anti-Terrorist_4412_4509,3,3,4
Anti-Terrorist_4513_4550,3,3,3
Anti-Terrorist_4513_4550,3,3,3
Anti-Terrorist_4513_4550,3,3,3
Anti-Terrorist_4513_4550,3,3,3
Anti-Terrorist_4513_4550,1,4,4
Anti-Terrorist_4553_4620,2,3,3
Anti-Terrorist_4553_4620,3,3,3
Anti-Terrorist_4553_4620,2,3,3
Anti-Terrorist_4553_4620,2,4,3
Anti-Terrorist_4553_4620,2,3,3
Anti-Terrorist_4623_4694,4,4,4
Anti-Terrorist_4623_4694,3,3,3
Anti-Terrorist_4623_4694,3,4,3
Anti-Terrorist_4623_4694,4,4,3
Anti-Terrorist_4623_4694,4,4,4
Anti-Terrorist_4697_4783,3,3,3
Anti-Terrorist_4697_4783,3,3,3
Anti-Terrorist_4697_4783,3,3,3
Anti-Terrorist_4697_4783,3,3,3
Anti-Terrorist_4697_4783,2,4,4
Anti-Terrorist_4784_4869,3,3,3
Anti-Terrorist_4784_4869,3,4,3
Anti-Terrorist_4784_4869,3,3,3
Anti-Terrorist_4784_4869,3,3,3
Anti-Terrorist_4784_4869,3,3,4
Anti-Terrorist_4872_4990,3,3,3
Anti-Terrorist_4872_4990,3,3,3
Anti-Terrorist_4872_4990,3,3,3
Anti-Terrorist_4872_4990,2,4,4
Anti-Terrorist_4872_4990,3,4,3
Anti-Terrorist_4991_4994,3,3,3
Anti-Terrorist_4991_4994,3,3,3
Anti-Terrorist_4991_4994,3,4,4
Anti-Terrorist_4991_4994,2,4,4
Anti-Terrorist_4991_4994,2,3,4
Anti-Terrorist_4995_5070,3,1,3
Anti-Terrorist_4995_5070,4,4,3
Anti-Terrorist_4995_5070,3,3,3
Anti-Terrorist_4995_5070,3,3,3
Anti-Terrorist_4995_5070,3,1,2
Anti-Terrorist_5071_5156,3,3,3
Anti-Terrorist_5071_5156,3,3,3
Anti-Terrorist_5071_5156,3,3,4
Anti-Terrorist_5071_5156,2,4,4
Anti-Terrorist_5071_5156,2,4,4
Anti-Terrorist_5159_5170,3,3,3
Anti-Terrorist_5159_5170,3,3,3
Anti-Terrorist_5159_5170,3,3,3
Anti-Terrorist_5159_5170,3,1,3
Anti-Terrorist_5159_5170,3,3,3
Anti-Terrorist_5172_5251,3,3,3
Anti-Terrorist_5172_5251,3,3,3
Anti-Terrorist_5172_5251,3,3,3
Anti-Terrorist_5172_5251,3,3,3
Anti-Terrorist_5172_5251,3,3,3
Anti-Terrorist_5315_5332,3,3,3
Anti-Terrorist_5315_5332,4,4,3
Anti-Terrorist_5315_5332,4,4,3
Anti-Terrorist_5315_5332,4,3,3
Anti-Terrorist_5315_5332,5,3,3
Anti-Terrorist_5333_5353,3,3,3
Anti-Terrorist_5333_5353,3,3,3
Anti-Terrorist_5333_5353,3,3,3
Anti-Terrorist_5333_5353,2,4,2
Anti-Terrorist_5333_5353,2,4,1
Anti-Terrorist_5356_5373,4,3,3
Anti-Terrorist_5356_5373,3,3,3
Anti-Terrorist_5356_5373,3,3,3
Anti-Terrorist_5356_5373,4,3,3
Anti-Terrorist_5356_5373,3,3,3
Anti-Terrorist_5374_5394,3,3,3
Anti-Terrorist_5374_5394,3,3,3
Anti-Terrorist_5374_5394,1,4,1
Anti-Terrorist_5374_5394,2,4,2
Anti-Terrorist_5374_5394,3,3,2
Anti-Terrorist_5397_5446,3,3,3
Anti-Terrorist_5397_5446,3,3,3
Anti-Terrorist_5397_5446,3,3,3
Anti-Terrorist_5397_5446,3,3,3
Anti-Terrorist_5397_5446,3,3,3
blog-monastery_22_46,3,3,3
blog-monastery_22_46,3,3,3
blog-monastery_22_46,3,3,3
blog-monastery_22_46,3,3,3
blog-monastery_22_46,3,3,3
blog-monastery_58_193,3,3,3
blog-monastery_58_193,3,3,3
blog-monastery_58_193,3,3,3
blog-monastery_58_193,3,3,3
blog-monastery_58_193,3,1,3
blog-monastery_194_229,3,3,3
blog-monastery_194_229,3,3,3
blog-monastery_194_229,3,3,3
blog-monastery_194_229,3,3,3
blog-monastery_194_229,3,3,3
blog-monastery_230_339,3,3,3
blog-monastery_230_339,3,3,3
blog-monastery_230_339,3,3,3
blog-monastery_230_339,3,3,3
blog-monastery_230_339,3,3,3
blog-monastery_340_407,3,3,3
blog-monastery_340_407,3,3,3
blog-monastery_340_407,3,3,3
blog-monastery_340_407,3,3,3
blog-monastery_340_407,3,4,3
blog-monastery_408_536,3,3,3
